median_house_value,median_income
188754.83870967742,2.0192
141622.5806451613,3.5436
72064.51612903226,1.1576
284361.29032258067,2.9167
217774.1935483871,5.4605
182029.03225806452,5.4889
251632.25806451612,4.2562
235693.5483870968,4.125
215567.74193548388,4.2143
120387.09677419355,2.2138
94858.06451612903,2.7368
123512.90322580645,1.8641
268590.3548387097,8.9669
73393.54838709677,1.6618
157174.1935483871,2.1354
95606.45161290323,0.8738
100470.96774193548,3.2868
303148.4516129032,6.0076
69470.96774193548,2.3173
184696.7741935484,3.4456
162490.32258064515,4.2391
375900.0,6.077000000000001
362829.06451612903,6.9238
265516.12903225806,6.0531
258851.61290322582,1.8829
206122.5806451613,5.2741
315480.77419354836,3.75
194480.64516129033,5.3224
189783.87096774194,1.625
174148.38709677418,1.7321
225745.1935483871,3.9091
114512.90322580645,2.5129
123551.6129032258,3.5893
86445.16129032258,1.7214
227416.12903225806,3.0179
201800.0,4.3428
149806.4516129032,2.4864
216238.70967741936,4.5
301877.4193548387,5.2421
331909.70967741933,5.7245
124706.45161290323,3.775
227225.87096774194,3.2625
85074.19354838709,2.8182
126690.32258064517,1.9615
128574.19354838709,2.5392
256274.2258064516,5.843999999999999
190409.67741935485,3.2813
65712.90322580645,2.0781
201671.03225806452,0.9
166206.4516129032,1.6531
204609.67741935485,1.9659
197864.51612903227,2.375
80235.48387096774,2.401
79712.90322580645,2.0221
149145.16129032258,1.8929
264458.1612903226,5.2783
79203.2258064516,3.4739999999999998
75048.3870967742,2.5664
84354.83870967742,2.5389
187312.90322580645,3.8304
481213.77419354836,10.3587
102903.2258064516,2.7644
217464.51612903227,6.4562
119883.87096774194,1.7642
62041.93548387097,2.0221
102616.12903225806,2.8015
105248.3870967742,4.4934
174383.87096774194,4.3594
170396.7741935484,2.4821
303551.6451612903,7.6281
176683.87096774194,2.6101
184187.09677419355,3.0305
78090.32258064517,2.1827
194800.0,2.8007
108251.6129032258,2.6319
85409.67741935483,2.325
204554.83870967742,2.346
205038.70967741936,3.59
212825.8064516129,3.1741
73080.64516129032,1.6838
71916.12903225806,1.3904
54261.290322580644,1.5611
220812.90322580645,5.3994
357564.5806451613,6.992000000000001
143151.61290322582,1.9932
187425.8064516129,2.7759
85077.41935483871,1.6607
197748.38709677418,3.5109
184535.48387096773,3.3621
215780.64516129033,3.0571
75648.3870967742,2.0441
125261.29032258065,2.1875
207509.67741935485,3.9625
156948.38709677418,4.1865
320229.1612903226,7.7197
289522.5806451613,5.1674
190061.29032258064,5.9174
135819.35483870967,3.4419
124574.19354838709,3.0208
177854.83870967742,3.1429
268148.3870967742,3.9485
211970.96774193548,2.8646
190106.4516129032,2.7721
129329.03225806452,4.0709
246929.06451612903,5.3913
112780.64516129032,2.75
116545.16129032258,3.1176
218783.90322580645,6.244
183590.32258064515,2.8971
390535.67741935485,7.9248
214145.16129032258,2.4599
242377.4193548387,3.7045
75493.54838709677,2.2863
74545.16129032258,1.8689
483858.87096774194,9.2189
238709.67741935485,3.1736
402771.0967741936,7.642
266596.93548387097,4.9167
291319.3548387097,5.7535
249048.38709677418,4.7024
247164.51612903227,4.5787
109190.32258064517,3.5481
79112.90322580645,1.1479
207887.09677419355,2.8125
303738.7419354839,5.4683
275841.93548387097,2.9632
107416.12903225806,2.0682
392193.7419354839,7.5925
185667.74193548388,3.3393
268132.2580645161,3.7045
255909.67741935485,4.6042
112012.90322580645,3.5
371625.87096774194,6.5044
227780.64516129033,4.0313
188790.32258064515,2.6771
236509.67741935485,6.0266
130548.3870967742,2.0878
225609.67741935485,3.7969
132745.16129032258,3.3611
261741.93548387097,3.7422
483452.48387096776,12.8483
144187.09677419355,3.1625
77203.2258064516,2.3359
150483.87096774194,1.2778
217435.48387096773,1.8
86719.35483870968,2.2125
191558.06451612903,2.6033
183083.87096774194,3.5893
146793.5483870968,4.4583
315070.96774193546,6.5162
92032.25806451614,1.4896
254948.38709677418,5.5191
167009.67741935485,2.6607
496468.6451612903,10.2292
317142.0,3.2609
157387.09677419355,3.5192
93867.74193548386,1.6937
105416.12903225806,3.3616
497649.32258064515,10.675
144016.16129032258,3.765
318374.29032258067,7.5752
217490.32258064515,6.0497
258087.12903225806,5.0862
294409.77419354836,5.2066
200674.1935483871,5.5696
281319.3870967742,4.675
292264.5483870968,4.8611
125251.6129032258,3.275
305835.6129032258,4.2875
252693.5483870968,5.2336
203174.1935483871,4.4934
213561.29032258064,1.6806
101429.03225806452,2.9559
208451.61290322582,4.635
223196.7741935484,4.7986
81035.48387096774,2.0242
200503.2258064516,3.2375
174709.67741935485,3.2794
186751.61290322582,3.0380000000000003
226687.09677419355,4.8508
182783.87096774194,3.7543
230248.38709677418,2.4
245696.83870967742,3.9205
73448.3870967742,2.4405
211048.38709677418,4.375
93287.09677419355,3.3214
323006.4516129032,5.4322
216458.06451612903,3.5481
490887.96774193546,9.1974
215216.12903225806,4.9769
98409.67741935483,2.6739
84993.54838709677,3.2593
242774.2258064516,4.2685
208193.5483870968,3.8875
201038.70967741936,3.4762
159509.67741935485,2.875
340500.03225806454,8.735
145677.4193548387,2.9915
229738.70967741936,4.1111
220761.29032258064,3.9339999999999997
180425.8064516129,2.8285
351380.7419354839,6.2561
243364.51612903227,5.6917
258667.74193548388,6.0256
58364.51612903226,1.8839
149000.0,4.0211
78612.90322580645,2.2569
174748.38709677418,2.1863
210419.35483870967,4.105
235258.06451612903,3.7321
266632.29032258067,3.1677
202787.09677419355,2.8021
195590.32258064515,2.8125
331748.4516129032,10.0088
82132.25806451614,2.9306
112564.51612903226,1.875
76645.16129032258,1.625
239177.4193548387,4.7853
162332.25806451612,2.4206
212216.12903225806,5.2897
267416.12903225806,4.7235
263283.87096774194,5.6549
296270.96774193546,5.7876
173170.96774193548,4.9618
82409.67741935483,2.2768
400587.29032258067,8.4352
206770.96774193548,2.7179
294790.3870967742,6.9454
187074.1935483871,3.46
73274.19354838709,1.5635
226745.16129032258,5.0359
321880.6451612903,6.9014
108938.70967741935,2.7413
275109.67741935485,6.5706
70854.83870967742,2.0357
209380.64516129033,4.3571
54970.967741935485,1.7344
335619.48387096776,6.2987
350409.7419354839,6.3302
227512.90322580645,4.2083
66880.64516129032,2.5
175732.25806451612,3.8967
227116.12903225806,4.0077
191538.70967741936,3.6531
137403.2258064516,2.0881
490471.8387096774,8.152999999999999
293609.67741935485,6.8039
57229.032258064515,1.7857
224842.0,4.0812
327319.3548387097,5.1506
145493.5483870968,3.6
144006.4516129032,4.175
201064.51612903227,2.8958
64112.903225806454,1.3386
207961.29032258064,3.2426
131109.67741935485,3.2262
230112.90322580645,1.3062
160583.87096774194,2.8583
232280.64516129033,5.033
103187.09677419355,3.233
206903.2258064516,1.9355
151687.09677419355,2.7826
132890.32258064515,3.025
318600.0,6.6104
255451.61290322582,3.5357
423816.32258064515,7.0423
184603.25806451612,0.4999
124967.74193548386,4.3958
161854.83870967742,2.7386
182680.64516129033,2.6742
352274.1935483871,5.4223
81367.74193548386,1.7765
285732.2580645161,3.9722
148770.96774193548,3.0426
252141.93548387097,3.3333
325106.48387096776,6.6004
88541.93548387097,2.2466
219964.51612903227,3.4609
115296.7741935484,2.5667
86025.80645161291,2.6768
309641.96774193546,4.7917
395109.8064516129,6.2917
226845.16129032258,4.8233
105741.93548387097,3.25
168016.12903225806,4.2348
153351.61290322582,3.1111
244312.90322580645,4.3333
213548.38709677418,5.1014
66703.2258064516,1.375
117912.93548387097,1.625
70925.80645161291,2.0417
83490.32258064517,2.5893
409264.77419354836,10.3893
231219.35483870967,5.1645
92267.74193548386,1.4366
146548.38709677418,3.5938
133241.93548387097,2.7813
233819.38709677418,3.0956
171951.61290322582,2.8611
291116.1612903226,4.3906
500001.0,12.367
185667.74193548388,2.0405
224254.83870967742,4.665
276222.6451612903,3.3725
170812.93548387097,1.9286
310803.22580645164,7.3141
129983.87096774194,3.5569
174087.09677419355,2.9663
75435.48387096774,1.8355
145729.03225806452,3.5156
240416.12903225806,1.1642
203367.74193548388,5.9191
73222.58064516129,1.6172
84412.90322580645,2.6458
263248.3870967742,3.6997
190209.67741935485,2.7993
204096.7741935484,4.0229
214390.32258064515,1.9464
303864.51612903224,5.7979
233529.03225806452,5.2113
76683.87096774194,2.1838
268454.8387096774,2.2328
151138.70967741936,2.0284
89083.87096774194,1.4007
132174.1935483871,3.0156
80619.35483870968,2.0179
244577.4516129032,2.5784
117622.58064516129,3.3438
323029.1612903226,5.997000000000001
243383.87096774194,4.7443
191729.03225806452,2.2232
127058.06451612903,2.9063
137512.90322580645,2.1615
268080.6451612903,7.8118
207412.90322580645,3.9798
226035.48387096773,4.4125
102590.32258064517,1.689
85616.12903225806,1.6759
155264.51612903227,0.9722
260167.74193548388,7.2371
101967.74193548386,2.6563
257496.7741935484,3.449
195045.16129032258,4.5461
253264.51612903227,3.5822
391000.1935483871,6.91
195296.8064516129,2.8333
92203.2258064516,1.9362
127445.16129032258,4.7622
93803.2258064516,1.3672
56019.354838709674,1.6632
170309.67741935485,2.3071
303448.3870967742,5.9658
312861.29032258067,7.7814
176658.06451612903,2.7813
227703.2258064516,4.869
168296.7741935484,4.1838
155219.35483870967,2.8167
76183.87096774194,2.2813
328183.87096774194,3.5833
260193.5483870968,5.7039
125658.06451612903,1.8086
73683.87096774194,2.3562
279754.8387096774,4.1033
135319.35483870967,2.5
289193.67741935485,3.3967
289219.3548387097,6.2734
116793.54838709677,2.9877
77183.87096774194,1.4
91593.54838709677,3.0208
67996.7741935484,1.8355
225361.29032258064,4.0222
293974.1935483871,6.8099
307596.77419354836,4.337
121896.7741935484,1.8664
56716.12903225807,1.5642
118906.45161290323,1.2667
161451.61290322582,2.7778
201309.67741935485,1.4048
184148.38709677418,2.7717
289154.87096774194,3.0173
151006.4516129032,4.0089
282674.1935483871,6.1092
154106.4516129032,2.1806
321187.0967741936,6.4171
295648.4193548387,4.3333
175103.2258064516,2.2716
228461.29032258064,4.1923
157180.64516129033,3.9773
149832.25806451612,3.5341
120454.83870967742,2.5446
86209.67741935483,2.5875
236348.38709677418,3.8056
190977.4193548387,1.9286
136312.90322580645,3.0757
427190.5806451613,8.7496
70793.54838709677,2.1439
303638.7419354839,4.8824
211977.4193548387,4.0
148564.51612903227,3.3799
290067.77419354836,3.8839
108864.51612903226,1.1434
121000.0,2.4367
118116.12903225806,1.9028
67561.29032258065,1.6073
318454.8387096774,6.5847
199535.48387096773,4.317
73690.32258064517,1.7388
106629.03225806452,2.7917
196229.06451612903,3.9929
148009.67741935485,3.7933
214387.09677419355,2.1667
72700.0,2.125
244954.83870967742,4.1635
184074.1935483871,3.7238
223219.35483870967,4.3657
155277.4193548387,2.949
199232.25806451612,2.6146
89793.54838709677,3.6786
176041.93548387097,3.5625
162222.5806451613,2.5625
199412.90322580645,4.4653
144680.64516129033,3.05
225741.93548387097,3.3616
249435.48387096773,3.7143
107003.2258064516,2.4554
297987.12903225806,8.2405
247341.93548387097,3.6641
216277.4516129032,0.9234
222087.09677419355,4.0
154964.51612903227,3.125
116412.90322580645,2.6635
205983.87096774194,3.2917
205987.09677419355,4.7813
79064.51612903226,0.7069
82261.29032258065,2.0057
121454.83870967742,3.0924
205803.2258064516,4.5687
113077.41935483871,3.1667
129745.16129032258,3.4141
58570.967741935485,1.4688
335403.2580645161,4.8516
178006.4516129032,3.5781
172783.87096774194,2.8
142751.61290322582,2.3333
260493.5483870968,5.8914
208187.09677419355,5.0672
112506.45161290323,2.6726
98587.09677419355,2.1042
127925.80645161291,3.1827
58345.16129032258,1.2857
206041.93548387097,1.9286
218829.03225806452,4.3278
105112.90322580645,3.4519
89729.03225806452,2.2917
156712.90322580645,3.3942
137445.16129032258,2.9219
234938.74193548388,2.7038
127035.48387096774,3.0257
169977.4193548387,5.3623
183054.83870967742,2.93
160293.5483870968,2.4333
214122.5806451613,3.1944
277371.0967741936,3.7614
207051.61290322582,3.7604
196541.93548387097,3.0938
244761.29032258064,3.2813
137554.83870967742,3.7917
105503.2258064516,2.4878
181503.2258064516,2.6198
195754.83870967742,4.425
249203.2258064516,4.2031
80661.29032258065,1.5278
157690.32258064515,4.7891
211600.0,3.5644
240025.8064516129,3.6745
134029.03225806452,3.5625
228229.06451612903,7.6632
152022.5806451613,4.5032
119767.74193548386,3.145
266090.4193548387,3.75
232400.09677419355,4.3672
271496.77419354836,4.119
85658.06451612903,2.2868
151061.29032258064,3.2632
110964.51612903226,1.5268
275287.0967741936,6.1768
127803.2258064516,2.3221
215741.93548387097,4.2321
361848.4516129032,6.221
215119.35483870967,5.0
154787.09677419355,4.2324
61977.41935483871,1.075
125635.48387096774,2.5969
212745.16129032258,4.6483
213622.5806451613,3.3681
167235.48387096773,3.4032
93167.74193548386,2.186
94683.87096774194,0.9166
75545.16129032258,1.4079
239793.5483870968,5.8461
224667.74193548388,4.3056
131658.06451612903,3.9766
300841.93548387097,5.2803
258054.83870967742,3.8864
499426.77419354836,10.5536
120683.87096774194,2.2969
89296.7741935484,2.3043
139461.29032258064,3.1672
188416.12903225806,2.4931
96051.6129032258,1.7609
304896.77419354836,4.1296
166803.2258064516,3.9375
233338.70967741936,3.9375
184125.8064516129,5.1624
219500.0,2.6538
239787.09677419355,4.5625
87303.2258064516,1.2813
260651.64516129033,4.6792
265700.0,4.4688
90922.58064516129,2.2639
322016.12903225806,5.9291
184703.2258064516,2.135
224000.0,3.9227
226125.8064516129,3.4423
62177.41935483871,1.9138
174822.5806451613,2.4286
95170.96774193548,3.1417
113529.03225806452,2.0982
185429.03225806452,2.5455
272593.5483870968,3.9038
83783.87096774194,2.569
82632.25806451614,2.5812
151793.5483870968,2.9934
310258.1612903226,2.3417
56125.8064516129,1.8431
220458.06451612903,4.2625
225509.67741935485,3.75
238396.7741935484,4.0655
117158.06451612903,4.5714
226570.96774193548,3.0469
239122.5806451613,4.0585
179270.96774193548,4.375
130909.67741935483,3.5667
73374.19354838709,2.6932
58874.1935483871,2.03
186474.1935483871,5.4625
182012.90322580645,3.0972
139129.03225806452,2.2442
213632.25806451612,4.7039
80812.90322580645,1.8463
186825.8064516129,4.4347
126448.3870967742,1.9469999999999998
186451.61290322582,2.7846
118441.93548387097,2.4519
312938.7419354839,3.1653
92548.3870967742,2.1838
232671.0,3.5164
363313.0967741936,7.2758
87551.6129032258,3.1944
135229.0,0.4999
251029.03225806452,2.5166
76409.67741935483,1.3532
193974.2258064516,2.319
137116.12903225806,2.4567
335019.5483870968,7.7197
229558.06451612903,2.5588
283541.93548387097,5.5845
345183.87096774194,7.1882
156061.29032258064,2.9624
251393.5806451613,3.1842
255138.74193548388,5.6349
133332.25806451612,3.5379
226225.8064516129,4.0
121351.6129032258,3.3516
455242.4516129032,8.2266
188648.38709677418,2.9194
277554.8387096774,6.5843
319835.5483870968,6.0088
213254.87096774194,2.3981
280732.2580645161,6.4211
171780.64516129033,3.9722
337190.4193548387,7.2147
256364.51612903227,4.9528
104941.93548387097,1.043
122058.06451612903,4.3021
138874.1935483871,3.6694
211216.12903225806,5.5205
117412.90322580645,2.0754
360354.93548387097,7.7738
240419.35483870967,4.1898
291183.9032258064,2.75
228661.29032258064,2.6429
265512.93548387097,5.1654
178248.38709677418,4.5893
178061.29032258064,4.2621
332058.0967741936,3.9722
107451.6129032258,3.3958
108929.03225806452,2.7375
177977.4193548387,3.6422
368364.5806451613,6.0876
245235.51612903227,3.8125
204625.8064516129,2.5694
300109.67741935485,4.0846
200619.35483870967,3.5078
189916.12903225806,3.1713
251554.83870967742,4.475
142680.64516129033,2.875
115467.74193548386,3.9
131938.70967741936,4.0815
112593.54838709677,2.8194
249141.93548387097,4.0234
130677.41935483871,3.7804
284570.96774193546,3.0877
387471.12903225806,4.2857
209406.4516129032,3.2679
106838.70967741935,3.1736
106651.6129032258,2.8812
270151.6129032258,5.6206
211793.5483870968,3.2222
209696.7741935484,4.4342
74780.64516129032,2.3487
353716.1935483871,6.082999999999999
242732.29032258064,4.0208
253319.35483870967,4.2143
176903.2258064516,3.3333
226587.09677419355,3.425
135048.38709677418,3.0365
152383.87096774194,2.5735
234948.38709677418,3.5647
230106.4516129032,4.763
126045.16129032258,3.6455
79258.06451612903,2.1793
332680.6451612903,5.6159
194167.74193548388,2.5125
194080.64516129033,2.8547
81241.93548387097,2.7336
162241.93548387097,4.3527
102767.74193548386,2.3617
191635.48387096773,3.2212
61338.709677419356,1.9907
223083.87096774194,4.3839
187661.29032258064,3.5536
148461.29032258064,2.6098
123709.67741935483,3.2061
134729.03225806452,3.7562
91074.19354838709,2.1771
268025.8387096774,5.2528
227025.8064516129,3.3922
284658.06451612903,5.6327
71154.83870967742,1.9034
85777.41935483871,2.4695
68816.12903225806,1.7798
169935.48387096773,5.5677
330783.87096774194,6.2425
256119.35483870967,3.875
98145.16129032258,2.7917
500001.0,10.0743
100509.67741935483,1.8039
249361.29032258064,5.3107
151832.25806451612,2.1094
272919.3548387097,5.2534
194903.2258064516,3.2373
329435.5806451613,6.311
255800.0,6.0266
261941.93548387097,6.1949
298754.8387096774,3.4583
310809.70967741933,4.3125
142206.4516129032,2.0114
250164.51612903227,5.257000000000001
53077.41935483871,1.5608
158154.83870967742,3.455
173345.16129032258,4.2357
236145.16129032258,3.6563
320842.0,6.3427
151306.4516129032,3.0871
239319.35483870967,4.8145
80316.12903225806,2.0833
109441.93548387097,1.875
244290.32258064515,5.5922
206425.8064516129,5.0915
185596.7741935484,3.4031
170719.35483870967,3.135
108419.35483870968,2.5625
191690.32258064515,3.9333
111429.03225806452,1.6875
225396.7741935484,4.1444
315622.5806451613,2.9899
240267.74193548388,2.7689
231251.61290322582,3.5073
199641.93548387097,3.4821
435768.32258064515,7.6986
174977.4193548387,3.375
224532.25806451612,5.1155
422006.6451612903,7.8279
202393.5483870968,2.6136
232670.96774193548,5.6784
408913.2580645161,7.5426
198219.35483870967,3.81
206374.1935483871,1.6125
173525.83870967742,3.8542
94074.19354838709,2.2386
75538.70967741935,1.7708
70809.67741935483,1.8967
79309.67741935483,2.5357
163983.87096774194,1.3274
204993.5483870968,5.1781
114470.96774193548,4.25
51867.74193548387,1.625
192545.16129032258,3.8026
120609.67741935483,3.0912
240912.90322580645,4.6406
102929.03225806452,1.6333
231306.48387096773,5.2541
377832.3548387097,4.5913
144893.5806451613,1.3125
101729.03225806452,3.6625
215270.96774193548,5.0261
176380.64516129033,2.8125
70845.16129032258,1.8993
204316.12903225806,3.285
209261.29032258064,2.5795
190441.93548387097,2.3633
131958.06451612903,2.9712
374554.9032258064,5.8518
85070.96774193548,2.5898
168187.09677419355,4.1958
150093.5483870968,1.6792
125303.2258064516,1.9893
246990.32258064515,5.3847
190741.93548387097,2.6875
151461.29032258064,2.0036
183087.09677419355,3.3627
251912.90322580645,5.6651
274387.22580645164,4.4531
65738.70967741935,2.3125
182480.64516129033,1.4282
227567.74193548388,4.25
85441.93548387097,2.2019
206767.74193548388,5.1782
223577.4193548387,4.1845
109070.96774193548,1.6607
175629.03225806452,3.7976
170764.51612903227,2.9375
142693.5483870968,5.5773
94829.03225806452,2.1189
311741.93548387097,7.5619
193364.51612903227,2.675
194451.61290322582,4.7717
197054.83870967742,6.3359
397219.48387096776,8.4443
142709.67741935485,4.1467
116680.64516129032,2.7983
365354.87096774194,7.2477
123741.93548387097,2.5729
313177.4516129032,6.8109
108848.3870967742,2.575
276880.6451612903,4.1818
172835.48387096773,3.525
286574.1935483871,4.3571
67080.64516129032,1.4861
203067.74193548388,3.66
213403.2258064516,3.6875
240093.64516129033,4.1678
117741.93548387097,2.4148
112919.35483870968,0.8172
197729.03225806452,4.275
126929.03225806452,2.1955
206138.70967741936,5.1488
497530.0,14.4113
378383.96774193546,7.6144
253919.35483870967,6.04
140358.06451612903,4.065
267174.1935483871,5.687
323738.70967741933,4.6477
251922.5806451613,4.5625
180338.70967741936,1.1696
247003.2258064516,4.1406
230358.06451612903,4.5536
268764.51612903224,4.425
217309.67741935485,3.2112
273161.29032258067,3.5
223103.35483870967,4.2463
477242.3870967742,13.466
215545.16129032258,3.5465
208751.61290322582,4.2361
187612.90322580645,1.6118
163770.96774193548,2.0875
315841.93548387097,3.1304
189903.2258064516,2.9817
79787.09677419355,2.5038
254796.7741935484,4.1939
172064.51612903227,2.5213
132703.2258064516,2.7917
116474.19354838709,3.8105
161480.64516129033,1.6888
91122.58064516129,1.4375
147516.12903225806,4.0921
112877.41935483871,1.5132
83745.16129032258,2.0224
138319.35483870967,3.375
263874.1935483871,6.3047
295100.0,5.4694
232351.61290322582,5.5955
90706.45161290323,2.4962
191100.0,3.8409
192677.4193548387,5.5632
93574.16129032258,1.642
178577.4193548387,2.9076
114258.06451612903,4.5625
164990.32258064515,3.5625
237374.25806451612,4.125
130138.70967741935,3.95
51509.67741935484,1.0513
75058.06451612903,1.9943
215709.67741935485,4.7861
113338.70967741935,2.2024
221706.4516129032,4.0714
203248.38709677418,2.3043
182525.8064516129,3.5156
138603.2258064516,3.7969
168351.61290322582,2.3482
309693.5806451613,3.755
178403.2258064516,3.197
153771.0,5.1781
145316.12903225806,1.6228
175332.25806451612,2.8438
166448.38709677418,3.95
81116.12903225806,1.6375
253003.2258064516,5.0
137554.83870967742,3.0
211229.03225806452,3.6287
161590.32258064515,4.1304
133561.29032258064,3.0771
188903.2258064516,4.5278
154106.4516129032,2.6518
207854.83870967742,4.2171
329654.96774193546,6.9257
468561.5483870968,10.4498
203890.32258064515,3.301
184087.09677419355,2.4375
238077.4193548387,4.4196
254932.25806451612,4.5486
95938.70967741935,1.3696
109477.41935483871,3.3021
262435.51612903224,3.2794
82335.48387096774,1.2902
110332.25806451614,2.6745
157948.38709677418,3.1201
66225.80645161291,2.1458
186025.8064516129,4.0385
124887.09677419355,3.8534
111216.12903225806,2.0488
234374.1935483871,3.3625
201445.16129032258,3.3534
107822.58064516129,1.9702
203041.93548387097,2.7308
398990.6129032258,7.8496
138409.67741935485,1.6221
275006.48387096776,3.6538
263248.3870967742,3.4073
230635.48387096773,5.2801
67806.45161290323,2.4398
79035.48387096774,3.4926
227529.03225806452,4.5187
220464.51612903227,3.053
187906.4516129032,2.5903
125277.41935483871,2.2788
171300.0,1.7961
169709.67741935485,2.52
460000.6451612903,8.8612
253493.5483870968,5.6339999999999995
55687.096774193546,0.9951
236138.8064516129,5.3644
77393.54838709677,1.7297
189012.90322580645,2.3098
95345.16129032258,2.4398
313751.6451612903,4.4375
149622.5806451613,2.375
355177.51612903224,6.837999999999999
71912.90322580645,1.6829
213145.16129032258,2.9154
362593.6129032258,7.8774
94670.96774193548,3.4213
288906.48387096776,2.8418
207935.48387096773,3.7162
254948.38709677418,3.675
276764.51612903224,6.7921
212458.06451612903,3.5
218809.67741935485,3.5989999999999998
159000.0,3.15
360777.5806451613,5.3359
171132.25806451612,3.875
185212.90322580645,3.2167
84506.45161290323,2.0461
203622.5806451613,4.0909
126212.90322580645,3.4459
176358.06451612903,5.0329
455468.3548387097,8.1782
182719.35483870967,4.0
92819.35483870968,2.9866
164564.51612903227,2.9643
193545.16129032258,5.285
73880.64516129032,1.9531
137425.8064516129,2.7048
79341.93548387097,2.8788
163161.29032258064,4.0775
383600.2580645161,8.105
285835.51612903224,5.6431
234883.87096774194,4.1154
136216.12903225806,3.625
170206.4516129032,3.8139999999999996
109774.19354838709,2.3365
195277.4193548387,4.125
175287.09677419355,4.0625
128396.7741935484,2.8357
481258.96774193546,14.2867
193380.64516129033,2.455
199261.29032258064,2.8258
227474.2258064516,4.4444
229364.51612903227,4.0446
300135.48387096776,5.5524
95241.93548387097,2.069
407829.2580645161,7.7382
382358.22580645164,7.629
145067.74193548388,3.0507
214093.5483870968,4.3523
216583.87096774194,3.0139
259512.90322580645,5.5184
81009.67741935483,1.4418
173648.38709677418,2.325
188838.70967741936,5.3799
179412.90322580645,2.4931
233787.09677419355,4.6125
197506.4516129032,3.0865
72796.7741935484,1.7106
175261.29032258064,4.3424
222538.70967741936,4.1687
93919.35483870968,2.7917
125219.35483870968,3.3897
188112.90322580645,1.8438
203438.70967741936,1.4712
121193.54838709677,1.025
193100.0,4.3585
154538.70967741936,3.1094
199729.03225806452,3.6833
171790.32258064515,2.4632
281616.12903225806,3.9659
221370.96774193548,3.5208
55180.645161290326,1.4766
204277.4193548387,3.9861
201732.25806451612,4.6076
168916.12903225806,3.142
112035.48387096774,2.6417
227635.48387096773,3.4019999999999997
244061.29032258064,3.7318
209003.2258064516,2.6981
190154.83870967742,4.6776
139661.29032258064,4.125
288064.51612903224,6.7927
186038.70967741936,4.7367
328506.48387096776,6.0794
500001.0,15.0001
273058.2580645161,4.875
395555.0967741936,7.1924
182164.51612903227,2.2234
107803.2258064516,2.4
281932.29032258067,2.697
93522.58064516129,2.3381
67570.96774193548,1.7538
145870.96774193548,3.588
121900.0,2.026
314580.6451612903,5.8578
211464.51612903227,2.2554
138016.12903225806,3.495
182470.96774193548,3.8372
440793.93548387097,8.0069
239709.67741935485,3.6712
139312.90322580645,3.1583
127580.64516129032,4.9292
76809.67741935483,1.8438
264164.51612903224,6.5206
319132.2580645161,6.3716
265374.1935483871,3.8214
480855.5806451613,9.8214
345296.8064516129,6.0281
184177.4193548387,2.9222
213087.09677419355,3.5819
215693.5483870968,3.6212
209187.09677419355,5.2542
387271.0967741936,6.6188
109932.25806451614,4.3482
180422.5806451613,3.7734
207916.12903225806,3.9306
171458.06451612903,2.5395
77022.58064516129,1.9044
144490.32258064515,2.8489
282490.32258064515,4.2099
205438.70967741936,3.0526
116874.19354838709,2.125
219174.1935483871,4.5764
90535.48387096774,1.7292
87341.93548387097,1.6078
154687.09677419355,3.25
172135.48387096773,3.7292
189358.06451612903,3.2917
129661.29032258065,4.4125
211209.70967741936,4.25
263222.5806451613,4.4
244812.90322580645,4.4122
440852.0967741936,7.2821
160406.4516129032,1.0333
322471.03225806454,3.6429
197364.51612903227,2.3864
221558.06451612903,3.9018
496117.0967741936,11.6677
171593.5483870968,2.2813
234419.35483870967,5.2049
206229.03225806452,3.0357
181419.35483870967,1.8382
143570.96774193548,2.2308
215132.25806451612,4.6477
357261.3548387097,6.9096
205038.70967741936,3.6027
88200.0,2.2612
204245.1935483871,3.2663
177606.4516129032,3.3369999999999997
171783.87096774194,2.8043
169541.93548387097,2.3041
251106.4516129032,4.056
214990.32258064515,4.0
185741.93548387097,4.3687
236874.1935483871,4.88
185848.38709677418,1.7064
298758.0967741936,2.7143
171819.35483870967,3.0536
264380.6451612903,4.8438
248445.16129032258,5.5449
170735.48387096773,3.875
234142.0,4.955
69180.64516129032,1.6331
168993.5483870968,4.0426
178787.09677419355,3.2845
183077.4193548387,4.6375
128606.45161290323,4.0294
295254.93548387097,6.2654
147316.12903225806,4.5169999999999995
204351.61290322582,5.4399
148116.12903225806,1.5054
124670.96774193548,2.4583
268977.4193548387,2.0
154474.1935483871,1.8438
131274.1935483871,2.108
242877.4193548387,5.4089
230161.29032258064,5.0091
189009.67741935485,6.0715
274012.96774193546,1.3333
93248.3870967742,3.875
208316.12903225806,4.3512
207883.87096774194,3.6339
217558.06451612903,4.1058
72077.41935483871,2.75
180948.38709677418,4.6875
242683.87096774194,3.6141
256696.7741935484,3.1937
106674.19354838709,2.7262
199319.38709677418,2.5463
216567.74193548388,3.0206
301954.87096774194,5.3154
153412.90322580645,2.0958
175793.5483870968,3.9333
120938.70967741935,3.0833
82877.41935483871,3.1
203183.87096774194,3.9327
189748.38709677418,3.8864
70877.41935483871,2.334
145535.48387096773,3.0833
120545.16129032258,3.5156
246480.64516129033,4.6357
341664.6451612903,6.8870000000000005
125229.03225806452,2.39
200425.8064516129,2.4318
233206.51612903227,3.8897
153245.16129032258,1.3403
205677.4193548387,4.0324
345832.2580645161,7.0879
129319.35483870968,3.2337
154087.09677419355,3.2667
286661.29032258067,2.8417
109945.16129032258,3.5391
